Obs_No,AR #,Obs_Year,Year Live,DaysSinceLive,Reported Number of Employees,EE Year Count,ARR Year Growth,ARR Start,ARR_EndOfYear,BumpOut75K,growth_percent,Product 1,Product 2 ,Product 3,Product 4,Product 5,Product 6,Product 7,Product 8,Product 9,Product 10,Product 11,Product 12,Product 13,Product 14,Product 15,Product 16,Product 17,Product 18,Total Product Count,Industry: Agriculture and Natural Resources,Industry: Construction,Industry: Education,Industry: Finance and Insurance,Industry: Healthcare,Industry: Manufacturing,"Industry: Non-Profits, Membership and Human Services",Industry: Public Sector,Industry: Real Estate,Industry: Restaurants and Hospitality,Industry: Retail,Industry: Sports &Entertainment,"Industry: Technology, Professional, and Business Services",Industry: Transportation and Warehousing ,Industry: Utilities and Mining ,Industry: Wholesale Trade,Category_Account Health,RefNo_Cumulative,Connections Attendance,Training Hours,Training Students,Percent of Book,ACT Score,BI Score,Ave P_Score,Model 
1106,ALA1008,1,2008,3470,284,288,,66486,,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,32,1,0.812981658,106.829849,4.94794,65.56047025,0
1107,ALA1011,1,2015,1006,265,260,,63804,,,,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,167.01,38,0.655933876,101.905688,60.741702,153.8284242,0
1108,ALD1000,1,2017,544,96,97,,25800,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8.42,4,0.903741068,96.872654,14.309864,64.87362967,0
1109,ALE1001,1,2011,2735,42,42,,20700,,,,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,150.5,16,0.715767635,99.049933,11.757293,105.9243663,0
1110,ALL1014,1,2010,2833,301,301,,65666,,,,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,67,8,0.78269041,102.38512,23.807705,79.53619067,0
1111,ALP1000,1,2000,6756,351,354,,15888,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,46.42,7,0.256581395,104.518889,4.786575,54.652732,0
1112,ALP1002,1,2011,2525,313,200,,67061,,,,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,97,18,0.77627865,104.813373,47.412149,145.1795152,0
1113,ALP1004,1,2015,1187,182,167,,51767,,,,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,91.42,24,0.880802409,100.40031,105.438296,124.0872876,0
1114,ALP1007,1,2017,546,162,161,,73092,,,,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,98.5,10,1.420044,99.812027,15.12839,77.849001,0
1115,AMC1002,1,2012,2364,183,193,,46065,,,,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,90.5,13,0.829287103,96.048933,10.223733,107.0283653,0
1116,AME1040,1,2009,3278,316,321,,70877,,,,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,164.5,47,0.89005425,100.811436,149.785489,101.2044068,0
1117,AME1063,1,2014,1556,185,186,,64462,,,,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,132,29,0.887614012,108.367933,14.064086,122.5225013,0
1118,AME1078,1,2016,817,166,171,,65016,,,,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,51.5,13,0.83302583,88.942797,30.645577,109.05039,0
1119,AND1005,1,2010,3015,181,182,,48360,,,,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,122.92,28,0.828365879,111.38488,206.164266,101.9119085,0
1120,AND1006,1,2016,790,382,391,,68953,,,,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,5,0.622072101,79.853459,1.047306,69.51448067,0
1121,ANG1000,1,2006,4462,1656,1617,,66893,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,98,14,0.237493609,56.527506,0.550049,17.6524675,0
1122,ANI5000,1,2016,579,243,250,,42795,,,,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,68.5,18,0.961777238,98.047178,24.746736,61.396957,0
1123,ANN1002,1,2016,810,167,168,,56977,,,,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6,5,1.116154208,102.156091,128.110502,122.2863562,0
1124,APE1001,1,2011,2434,323,320,,57178,,,,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,44.5,15,0.63522197,106.999311,18.986933,56.18521425,0
1125,APO1001,1,2007,3838,1188,1100,,38420,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.179665731,23.301335,1.382861,12.342098,0
1126,APP1006,1,2013,1644,141,149,,58554,,,,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,253,60,1.260198864,105.220482,46.373968,76.0981775,0
1127,ARB1002,1,2017,452,145,141,,69308,,,,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,73.26,24,1.017962841,97.652357,10.233123,114.2675314,0
1128,ARG1003,1,2017,482,57,58,,36216,,,,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.92,3,1.279491256,101.745448,119.827927,112.2418762,0
1129,ARK1003,1,2009,3106,201,201,,42681,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28,2,0.879295426,103.294426,1.012832,63.29648267,0
1130,ARM1000,1,2003,5576,446,426,,41472,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,116.5,16,0.512,66.806868,25.325331,46.0660995,0
1131,ARV1001,1,2015,1070,424,479,,66510,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,30,7,0.58219958,99.89918,12.907812,64.535951,0
1132,ASC1002,1,2008,3554,89,89,,21294,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,10,2,0.695882353,95.920853,4.290097,50.105475,0
1133,ASI1001,1,2010,2827,149,141,,72768,,,,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,12,1,1.443809524,112.9877,3.43981,151.2922427,0
1134,ASK1000,1,2016,676,243,247,,64818,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,22.92,16,0.769115762,100.671262,16.911311,116.9992605,0
1135,ATE1000,1,2015,1276,122,122,,72067,,,,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,102.5,14,1.985322314,87.308677,4.618486,75.24412783,0
1136,ATE1001,1,2016,902,198,196,,53819,,,,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,43.5,11,0.811897176,94.532279,256.512151,119.9855675,0
1137,AUE1000,1,2016,674,242,239,,73412,,,,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,39.5,17,0.775172326,105.227811,18.421092,83.97822875,0
1138,AVA1002,1,2017,544,164,152,,55020,,,,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4.84,3,0.816853732,101.295729,273.041012,141.4906954,0
1139,AVE1002,1,2016,901,190,186,,60000,,,,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,88.42,24,0.925925926,95.189521,14.135228,151.7919433,0
1140,AXI1001,1,2015,1062,159,152,,61670,,,,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,204,36,1.239556199,102.498003,38.98471,124.8280578,0
1141,BAB1001,1,2017,391,239,225,,73560,,,,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,4,67,28,0.851300212,109.293766,15.12839,139.8218623,0
1142,BAN1006,1,2012,2166,249,253,,49987,,,,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,126,17,0.625277694,102.389267,6.745876,64.27005933,0
1143,BAN1013,1,2016,601,222,218,,58050,,,,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,28.5,11,0.810165801,101.256794,20.803896,55.41499075,0
1144,BAR1004,1,1999,6794,793,807,,48655,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.92,1,0.338730159,23.301335,15.12839,23.301335,0
1145,BAT1002,1,2012,2371,249,241,,66150,,,,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,169,33,1.272729389,98.374002,34.228752,104.5210053,0
1146,BEA1004,1,2012,2365,217,209,,60327,,,,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,129,44,0.862301887,100.859191,2.737281,70.34285,0
1147,BEA1006,1,2013,1734,193,193,,39672,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,44.5,7,1.102,94.02024,7.137004,36.23700133,0
1148,BEC1000,1,2002,6017,286,280,,71862,,,,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,0,26,6,0.793178808,104.647173,80.606447,101.3970102,0
1149,BEC1001,1,2002,5742,315,309,,36487,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,105,16,0.609086538,97.174589,1.233605,49.204097,0
1150,BEH1001,1,2015,1006,142,144,,47088,,,,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,36.5,8,0.910440835,102.949536,2.167739,97.802184,0
1151,BEN1012,1,2017,515,274,276,,47950,,,,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,85.92,29,0.621631923,105.163505,254.751179,119.5277658,0
1152,BIL1003,1,2016,732,213,209,,55334,,,,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0.745425154,98.192792,128.305304,124.9929537,0
1153,BIO1002,1,2010,3092,44,43,,28843,,,,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,35,10,1.040506494,101.389695,194.417254,215.598047,0
1154,BIO1003,1,2016,908,168,171,,64675,,,,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2,115.92,29,0.941740346,100.702622,272.695119,138.5418178,0
1155,BIR1000,1,2000,6684,698,709,,44437,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,1,0.354193209,92.574777,0.550049,46.562413,0
1156,BLA1001,1,2002,5976,187,190,,43708,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1,132.92,21,1.278,102.578547,15.12839,102.578547,0
1157,BLU1010,1,2016,733,241,256,,59868,,,,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,78.5,17,0.685678944,104.644179,36.931849,91.05790883,0
1158,BLU1011,1,2017,425,232,245,,73956,,,,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,4,2,0.77121852,139.117147,16.362566,64.94288386,0
1159,BMG1000,1,2016,607,147,147,,50742,,,,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,63,27,1.02397869,102.186947,32.185713,97.537187,0
1160,BOB1003,1,2011,2560,210,205,,53315,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,55,8,1.341449275,95.39662,3.806729,49.6016745,0
1161,BOH1001,1,2017,544,205,209,,58356,,,,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,39.5,20,0.953716415,104.379391,432.515986,154.5467376,0
1162,BOR1000,1,2011,2728,163,158,,44424,,,,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,422.18,105,0.630986876,138.960691,206.316325,163.5133158,0
1163,BOR1001,1,2015,1160,279,274,,69623,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,10,2,0.856745422,92.203962,11.472447,75.4733754,0
1164,BOS1001,1,2003,5598,1142,1132,,72252,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7,0,0,0,0.361947701,156.346252,2.138737,79.2424945,0
1165,BOS1007,1,2017,447,157,157,,46164,,,,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,2,0.847730278,104.83276,8.913378,44.519899,0
1166,BOS5000,1,2013,1756,201,204,,28323,,,,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1,279,28,0.72091631,96.755825,6.942689,51.849257,0
1167,BRA1004,1,2016,901,69,73,,28257,,,,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,68,22,0.842185265,99.136591,9.900879,157.2381013,0
1168,BRI1009,1,2012,2126,271,277,,68148,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,94.5,28,0.964995752,97.165855,57.034676,104.3977813,0
1169,BSQ1000,1,2011,2497,125,139,,50562,,,,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,1,135,31,0.915978261,139.90578,47.591311,173.3379752,0
1170,BUI1001,1,2011,2651,194,196,,35070,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,28,3,0.872660496,100.226004,0.987843,42.85314633,0
1171,BUI1003,1,2016,733,178,178,,51978,,,,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,31.42,13,0.885244226,100.196875,14.499606,97.6237742,0
1172,BUN1001,1,2010,3044,212,561,,35783,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,26.5,4,1.02789383,115.575423,4.253241,42.823914,0
1173,BUR1005,1,2008,3743,386,417,,59856,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,0,47,10,0.725,102.003467,6.114936,54.0592015,0
1174,CAB1002,1,2010,3093,221,223,,66482,,,,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,93.5,23,0.915878658,156.346252,179.20453,139.2099225,0
1175,CAL1006,1,2014,1455,301,291,,66504,,,,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,129.5,24,0.729210526,100.944792,5.103546,75.9279715,0
1176,CAN5001,1,2012,2246,604,109,,36000,,,,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,176.17,38,1.420044,84.654972,33.821757,39.54772767,0
1177,CAP1012,1,2016,790,216,221,,71886,,,,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,35.5,8,0.859345861,101.712905,7.205852,89.56634133,0
1178,CAR1023,1,2010,3099,296,300,,71424,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,37,6,0.970487526,156.346252,432.515986,270.7840877,0
1179,CAS1006,1,2010,3091,136,135,,52704,,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,79.5,18,1.134883721,98.882394,29.210211,123.4848936,0
1180,CAT1009,1,2017,417,96,88,,38124,,,,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,9,7,0.798542164,102.568242,15.12839,126.6036879,0
1181,CEL1004,1,2014,1551,135,142,,30946,,,,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,34,15,0.779564692,92.842618,13.79051,127.0766022,0
1182,CEL1006,1,2016,901,99,99,,50910,,,,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,12,26.92,10,1.13042899,75.496327,0.919367,47.3425194,0
1183,CEN1010,1,2012,2364,256,226,,57714,,,,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,55,10,1.095814536,93.701905,11.021386,66.24398067,0
1184,CEN1023,1,2017,446,95,1096,,71742,,,,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.196318918,156.346252,120.852267,92.346444,0
1185,CHA1010,1,2009,3190,145,138,,41800,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,16,7,0.947836735,102.444882,1.23761,35.37821275,0
1186,CHA1017,1,2016,811,279,271,,46937,,,,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,45.67,20,0.639744848,97.414615,9.411665,35.66424467,0
1187,CHE1005,1,2011,2735,303,305,,66830,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,108.5,23,0.85614143,99.337272,9.917163,112.5201864,0
1188,CHE1007,1,2013,2005,285,281,,68535,,,,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,247.5,65,0.728939375,102.343238,210.452397,96.843953,0
1189,CHG1000,1,2010,2792,134,140,,28116,,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,36,13,0.822105263,105.725137,10.03868,60.6684305,0
1190,CHI1010,1,2009,3161,245,244,,57161,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0.915158501,99.587919,9.759438,110.945794,0
1191,CHI1025,1,2016,663,156,154,,48258,,,,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,18,11,0.979897661,101.849648,42.160335,94.5309752,0
1192,CHO1001,1,2015,1062,244,249,,65209,,,,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,159.5,33,0.688816073,119.189861,145.841514,147.3053309,0
1193,CHR1003,1,2008,3708,677,638,,67985,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,27.5,14,0.528985994,99.17206,15.12839,199.1834895,0
1194,CHR1005,1,2010,3097,445,449,,54352,,,,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,329,45,0.362925481,110.850855,6.321748,58.5863015,0
1195,CIT1004,1,2004,5021,310,305,,42677,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,76,10,0.65375,101.283686,9.841373,95.4420465,0
1196,CIT1008,1,2006,4203,1038,822,,63426,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,16,0,56,7,0.49144212,49.370895,15.12839,49.370895,0
1197,CIT1011,1,2007,3839,415,444,,67576,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,23,0,116,28,0.606371272,101.043064,0.996517,120.4109783,0
1198,CIT1023,1,2016,733,336,254,,74052,,,,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,116.25,33,0.873831776,145.882316,22.961221,69.78666117,0
1199,CIT1024,1,2017,544,131,130,,36672,,,,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0.866704481,104.03895,1.220772,88.250794,0
1200,CLA1003,1,2007,4101,203,210,,57600,,,,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,5,2,102,15,0.997402597,81.954202,2.725875,47.65545033,0
1201,CLA1005,1,2011,2588,172,240,,73842,,,,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,108.5,28,0.746873812,156.346252,52.399002,115.0313567,0
1202,CLA1012,1,2013,1644,286,285,,74428,,,,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,159.5,24,0.926830544,99.852378,0.550049,29.416793,0
1203,CLO1000,1,2004,5082,146,133,,28843,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,22,4,1.1555625,106.524173,15.12839,113.582174,0
1204,CMC1001,1,2017,544,219,218,,68282,,,,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,47.42,24,0.790522367,111.488387,33.906027,80.09439938,0
1205,CNA1000,1,2012,2272,305,309,,72485,,,,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,33,4,0.883103801,101.482054,6.008921,75.99046271,0
1206,COD1000,1,2013,1915,268,259,,61300,,,,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,179.59,47,0.7516701,102.321029,18.677482,133.414395,0
1207,COL1011,1,2011,2553,204,199,,53256,,,,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,9,0,128,20,0.965832427,106.724353,3.343315,91.83292467,0
